"dg-description","dg-ndc","dg-strength","dg-search-code","dg-supplier-code","dg-description-generic","dg-dispensing-units","dg-dea-class","dg-pkg-size-units","dg-standard-qty","dg-lot-nbr","dg-price(1)","dg-price(2)","dg-price(3)","dg-price(4)","dg-price(5)","dg-price(6)","dg-price(7)","dg-price(8)","dg-price(9)","dg-acquis-percent-of-awp","dg-fee-schedule","dg-tax-schedule","dg-compound-code","dg-drug-type-override","dg-hot-list-code","dg-unit-dose-code","dg-exception-price-percent","dg-exception-drug-y-n","dg-exception-prorate-y-n","dg-special-price-y-n","dg-external-use-y-n","dg-generic-y-n","dg-jobber-y-n","dg-maintenance-y-n","dg-inactive-code","dg-pkg-insert-y-n","dg-price-poster-qty","dg-state-code","dg-state-generic-y-n","dg-alt-product-code","dg-alt-product-type","dg-generic-ind","dg-generic-price-ind","dg-3pty-conv-factor","dg-comments","dg-date-last-change","dg-orange-book-code-fdb","dg-days-till-expires","dg-nbr-disp-pkgs","dg-message-nbr","dg-pkg-size-dec-metric","dg-obsolete-date","dg-ndc-new","dg-ndc-prev","dg-drug-form-code","dg-location-id","dg-location-device-id","dg-monitor-refills-y-n","dg-insulin-syringe","dg-non-insulin-syringe","dg-injectable-non-insulin","dg-otc","dg-state-restricted","dg-fertility","dg-vitamin","dg-desi-drug","dg-cosmetic-indications","dg-aids-related-drug","dg-smoking-deterrent","dg-fluoride","dg-ostomy-supplies","dg-topical-contraceptive","dg-misc-diabetic-supplies","dg-needle","dg-laxative","dg-insulin","dg-hematinic","dg-antacid","dg-diagnostic","dg-antiobesity-drug","dg-oral-contraceptive","dg-anti-anexiety-agent","dg-orange-book-code","dg-generic-code-seq-nbr","dg-preferred-product-code","dg-fdb-hic3-code","dg-skip-generic-disp-y-n","dg-nbr-of-doses-in-container","dg-date-last-update","dg-new-drug-y-n","dg-date-record-added","dg-time-record-added","dg-date-last-dispensed","dg-price-date-last-update(1)","dg-price-date-last-update(2)","dg-price-date-last-update(3)","dg-price-date-last-update(4)","dg-price-date-last-update(5)","dg-price-date-last-update(6)","dg-price-date-last-update(7)","dg-price-date-last-update(8)","dg-price-date-last-update(9)","dg-maintain-inventory-y-n","dg-maintain-0-on-hand-qty","dg-qty-on-hand-desired","dg-qty-on-hand","dg-qty-on-order","dg-qty-reorder","dg-reorder-point","dg-reorder-method-code","dg-meth2-min-days-sup","dg-meth2-max-days-sup","dg-meth2-min-reorder-qty","dg-meth2-max-reorder-qty","dg-date-ordered","dg-purchase-order-nbr","dg-inv-adj-percent","dg-inv-buffer-qty","dg-adjust-reorder-point","dg-inv-months-back","dg-inv-months-forward","dg-monthly-qty(1)","dg-monthly-qty(2)","dg-monthly-qty(3)","dg-monthly-qty(4)","dg-monthly-qty(5)","dg-monthly-qty(6)","dg-monthly-qty(7)","dg-monthly-qty(8)","dg-monthly-qty(9)","dg-monthly-qty(10)","dg-monthly-qty(11)","dg-monthly-qty(12)","dg-monthly-qty(13)","dg-monthly-rxs(1)","dg-monthly-rxs(2)","dg-monthly-rxs(3)","dg-monthly-rxs(4)","dg-monthly-rxs(5)","dg-monthly-rxs(6)","dg-monthly-rxs(7)","dg-monthly-rxs(8)","dg-monthly-rxs(9)","dg-monthly-rxs(10)","dg-monthly-rxs(11)","dg-monthly-rxs(12)","dg-monthly-rxs(13)","dg-date-dg-usage-rolled","dg-lot-date-expires","dg-warehouse-drug-y-n","dg-manual-or-fdb-drug","dg-ndc-configuration-ind","dg-drug-of-choice-ndc","dg-dummy-warehouse-y-n","dg-supplier-of-drug","dg-generic-code-nbr","dg-sup1-pkg-size","dg-sup2-pkg-size","dg-supplier-code-2","dg-supplier-of-drug-2","dg-route-code","dg-fdb-dosage-form-desc","dg-ingredient-message","dg-automed-dispensed-y-n","dg-code1-product-y-n","dg-record-type"
"**PAP-CIALIS 5 MG TABLET LIL","30000000020",,,,,"EA","06","00030",,,"00008.8360","00008.8360","00008.8360",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002446230","10312016",,,,,"00030.0000",,"03000000020",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002018",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-COMBIVENT RESPIMAT INHAL","30000000025",,,,,"GM","06","00004",,,"00095.8100","00095.8100","00095.8100",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00597002402","10242016",,,,,"00004.0000",,"03000000025",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002022",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-CRESTOR 10 MG TABLET ZEN","30000000137",,,,,"TA","06","00090",,,"00009.9388","00009.9388","00009.9388",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00310075190","10312016",,,,,"00090.0000",,"03000000137",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000947",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-CRESTOR 20 MG TABLET ZEN","30000000134",,,,,"TA","06","00090",,,"00009.9388","00009.9388","00009.9388",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00130075290","11092016",,,,,"00090.0000",,"03000000134",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000449","10182016",,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10182016",,,,,,,"00",,,,,,,,,,,"01"
"**PAP-CRESTOR 40 MG TABLET ZEN","30000000122",,,,,"TA","06","00030",,,"00009.9393","00009.9393","00009.9393",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00310075430","10312016",,,,,"00030.0000",,"03000000122",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000453","10152016",,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10152016",,,,,,,"00",,,,,,,,,,,"01"
"**PAP-CYMBALTA 30 MG CAPSULE L","30000000125",,,,,"CA","06","00030",,,"00008.7240","00008.7240","00008.7240",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002324030","10312016",,,,,"00030.0000",,"03000000125",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000457","10182016",,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10182016",,,,,,,"00",,,,,,,,,,,"01"
"**PAP-DEPO-MEDROL 20 MG/ML VIA","30000000027",,,,,"ML","06","00005",,,"00005.1120","00005.1120","00005.1120",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00009027401","10242016",,,,,"00005.0000",,"03000000027",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000025",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-DEPO-MEDROL 40 MG/ML VIA","30000000028",,,,,"ML","06","00001",,,"00008.2800","00008.2800","00008.2800",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00009307323","10242016",,,,,"00001.0000",,"03000000028",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002026",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-DEPO-MEDROL 80 MG/ML VIA","30000000029",,,,,"ML","06","00001",,,"00014.3700","00014.3700","00014.3700",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00009347522","10242016",,,,,"00001.0000",,"03000000029",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002027",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-DEPO-PROVERA 150 MG/ML V","30000000030",,,,,"ML","06","00001",,,"00159.2800","00159.2800","00159.2800",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00009074630","10242016",,,,,"00001.0000",,"03000000030",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002028",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-DEPO-PROVERA 150 MG/ML S","30000000031",,,,,"ML","06","00001",,,"00152.4100","00152.4100","00152.4100",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00009737611","10242016",,,,,"00001.0000",,"03000000031",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002029",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-DEPO-SUBQ PROVERA 104 SY","30000000026",,,,,"EA","06","00001",,,"00178.1100","00178.1100","00178.1100",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00009470913","10242016",,,,,"00000.6500",,"03000000026",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000008",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-DULERA 100 MCG/5 MCG INH","30000000033",,,,,"GM","06","00013",,,"00021.1100","00021.1100","00021.1100",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00085720601","10242016",,,,,"00013.0000",,"03000000033",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002032",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-DULERA 200 MCG/5 MCG INH",,"20",,,"PROPRANOLOL HCL","TA","06","00013",,,"00000.4840","00021.1100","00000.0705",,,,,,,,"0000001",,"1",,"0","0",,,,,"N","Y",,"Y",,,,,"Y",,,"1","9","0001","13.0000","10312016","AB",,,,"00013.0000",,,,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,"J7C",,,"01032017","N","10142016","00002030",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"00",,,,,,,"TA",,,,"01"
"**PAP-EFFEXOR XR 75 MG CAPSULE","30000000127",,,,,"CA","06","00090",,,"00012.8490","00012.8490","00012.8490",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00008083322",,,,,,"00090.0000","12102016","00300000127",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000459",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-EPIPEN 0.3 MG AUTO-INJEC","30000000034",,,,,"EA","06","00001",,,"00098.9900","00098.9900","00098.9900",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","49502050001","10242016",,,,,"00001.0000",,"03000000034",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002033",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-FLOVENT 100 MCG DISKUS G","30000000037",,,,,"EA","06","00060",,,"00003.1748","00003.1748","00003.1748",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173060202","10242016",,,,,"00060.0000",,"03000000037",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000028",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-FLOVENT 250 MCG DISKUS G","30000000036",,,,,"EA","06","00060",,,"00004.2503","00004.2503","00004.2503",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173060102","10242016",,,,,"00060.0000",,"03000000036",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002034",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-FLOVENT 50 MCG DISKUS GS","30000000035",,,,,"EA","06","00060",,,"00003.0107","00003.0107","00003.0107",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173060002","10242016",,,,,"00060.0000",,"03000000035",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002033",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-FLOVENT HFA 110 MCG INHA","30000000039",,,,,"GM","06","00012",,,"00021.2517","00021.2517","00021.2517",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173071920","10242016",,,,,"00012.0000",,"03000000039",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002037",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-FLOVENT HFA 220 MCG INHA","30000000040",,,,,"GM","06","00012",,,"00033.0092","00033.0092","00033.0092",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173072020","10242016",,,,,"00012.0000",,"03000000040",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002038",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-FLOVENT HFA 44 MCG INHAL","30000000038",,,,,"GM","06","00011",,,"00017.3173","00017.3173","00017.3173",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173071820","10242016",,,,,"00010.6000",,"03000000038",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002036",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMALOG 100 UNITS/ML KWI","30000000045",,,,,"ML","06","00003",,,"00032.8000","00032.8000","00032.8000",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002879959","10242016",,,,,"00003.0000",,"03000000045",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002044",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMALOG 200 UNITS/ML KWI","30000000042",,,,,"ML","06","00003",,,"00065.6000","00065.6000","00065.6000",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002771227","10242016",,,,,"00003.0000",,"03000000042",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002041",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMALOG MIX 50-50 KWIKPE","30000000044",,,,,"ML","06","00003",,,"00032.8000","00032.8000","00032.8000",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002879859","10242016",,,,,"00003.0000",,"03000000044",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002043",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMALOG MIX 75-25 KWIKPE","30000000043",,,,,"ML","06","00003",,,"00032.8000","00032.8000","00032.8000",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002879759","10242016",,,,,"00003.0000",,"03000000043",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002042",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMIRA 40 MG/0.8 ML PEN","30000000046",,,,,"EA","06","00002",,,"02156.3550","02156.3550","02156.3550",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00074433902","10242016",,,,,"00002.0000",,"03000000046",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002045",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMULIN 70-30 VIAL LIL","30000000047",,,,,"ML","07","00010",,,"00013.7900","00013.7900","00013.7900",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002871501","10242016",,,,,"00010.0000",,"03000000047",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","3",,,,,,,"Y","10152016","00000009",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMULIN 70/30 KWIKPEN LI","30000000128",,,,,"ML","07","00003",,,"00034.9800","00034.9800","00034.9800",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002880359","10312016",,,,,"00003.0000",,"03000000128",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000502",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMULIN N 100 UNITS/ML V","30000000048",,,,,"ML","07","00010",,,"00013.7900","00013.7900","00013.7900",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002831501","10242016",,,,,"00010.0000",,"03000000048",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002046","10152016",,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10152016",,,,,,,"00",,,,,,,,,,,"01"
"**PAP-HUMULIN R 100 UNITS/ML V","30000000049",,,,,"ML","07","00010",,,"00013.7900","00013.7900","00013.7900",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00002821501","10242016",,,,,"00010.0000",,"03000000049",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002047",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-IMITREX 20 MG NASAL SPRA","30000000050",,,,,"EA","06","00006",,,"00082.9867","00082.9867","00082.9867",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173052300","10242016",,,,,"00006.0000",,"03000000050",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002048",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-IMITREX 5 MG NASAL SPRAY","30000000051",,,,,"EA","06","00006",,,"00036.4067","00036.4067","00036.4067",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00173052400","10242016",,,,,"00006.0000",,"03000000051",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002049",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-JANUMET 50-1,000 MG TABL","30000000052",,,,,"EA","06","00180",,,"00006.0560","00006.0560","00006.0560",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00006057762","10242016",,,,,"00180.0000",,"03000000052",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002049",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-JANUVIA 100 MG TABLET MS","30000000053",,,,,"EA","06","00100",,,"00012.1117","00012.1117","00012.1117",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00006027728","10242016",,,,,"00100.0000",,"03000000053",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002051",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-KEPPRA XR 500 MG TABLET","30000000129",,,,,"TA","06","00060",,,"00007.9128","00007.9128","00007.9128",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","16714035502","10312016",,,,,"00060.0000",,"03000000129",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10152016","00000506",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-LANTUS 100 UNITS/ML VIAL","30000000054",,,,,"ML","06","00010",,,"00012.2140","00012.2140","00012.2140",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00088222033","10242016",,,,,"00010.0000",,"03000000054",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002052",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-LANTUS SOLOSTAR 100 UNIT","30000000055",,,,,"ML","06","00003",,,"00014.1040","00014.1040","00014.1040",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00088221905","10242016",,,,,"00003.0000",,"03000000055",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002052",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-LEVEMIR 100 UNITS/ML VIA","30000000056",,,,,"ML","06","00010",,,"00032.2800","00032.2800","00032.2800",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","00169368712","10242016",,,,,"00010.0000",,"03000000056",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002053",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-LIVALO 1 MG TABLET PRO","30000000057",,,,,"EA","06","00090",,,"00007.4500","00007.4500","00007.4500",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","66869010490","10242016",,,,,"00090.0000",,"03000000057",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002054",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
"**PAP-LIVALO 2 MG TABLET PRO","30000000058",,,,,"EA","06","00090",,,"00007.4500","00007.4500","00007.4500",,,,,,,,"0000001",,"1",,"0","0",,,,,,,,,,,,,,,,,,"0001","66869020490","10242016",,,,,"00090.0000",,"03000000058",,"1",,,,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",,,,,,,,"Y","10142016","00002056",,,,,,,,,,,"N",,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,"01"
