RXCUI,Ingredient,Strength,Treats,Order Limit (avg),Pills per Clinic (by charge),Item Description,NDC,Order Date,Items per Package,Number of Packages,Total Items in Order,Price per Unit,Price per Package,Total Order Cost
198014,Naproxen,500 MG,"['Arthritis, Juvenile', 'Arthritis, Rheumatoid', 'Bursitis', 'Dysmenorrhea', 'Fever', 'Gout', 'Inflammation', 'Osteoarthritis', 'Pain', 'Rheumatic Diseases', 'Spondylitis, Ankylosing']",86,100.0,NAPROXEN TAB 500MG CAMB 500,31722034205,2016-02-19,500,2,1000,$0.046,$22.95,$45.90
1234579,Phenylephrine,25 MG/ML (expressed as Phenylephrine Hydrochloride),"['Fissure in Ano', 'Glaucoma, Open-Angle', 'Hemorrhoids', 'Hypotension', 'Pruritus Ani', 'Rhinitis, Vasomotor', 'Shock, Septic', 'Tachycardia, Supraventricular']",0,-1,PHENYLEPHR OPH/S 2.5%AKOR 2ML,17478020102,2016-09-30,2,2,4,$14.275,$28.55,$57.10
1234579,Phenylephrine,25 MG/ML (expressed as Phenylephrine Hydrochloride),"['Fissure in Ano', 'Glaucoma, Open-Angle', 'Hemorrhoids', 'Hypotension', 'Pruritus Ani', 'Rhinitis, Vasomotor', 'Shock, Septic', 'Tachycardia, Supraventricular']",0,0.6666666666666666,PHENYLEPHR OPH/S 2.5%AKOR 2ML,17478020102,2016-09-09,2,2,4,$14.275,$28.55,$57.10
1234579,Phenylephrine,25 MG/ML (expressed as Phenylephrine Hydrochloride),"['Fissure in Ano', 'Glaucoma, Open-Angle', 'Hemorrhoids', 'Hypotension', 'Pruritus Ani', 'Rhinitis, Vasomotor', 'Shock, Septic', 'Tachycardia, Supraventricular']",0,0.5714285714285714,PHENYLEPHR OPH/S 2.5%AKOR 2ML,17478020102,2016-07-22,2,4,8,$14.275,$28.55,$114.20
1234579,Phenylephrine,25 MG/ML (expressed as Phenylephrine Hydrochloride),"['Fissure in Ano', 'Glaucoma, Open-Angle', 'Hemorrhoids', 'Hypotension', 'Pruritus Ani', 'Rhinitis, Vasomotor', 'Shock, Septic', 'Tachycardia, Supraventricular']",0,0.04142011834319527,PHENYLEPHR OPH/S 2.5%AKOR 2ML,17478020102,2016-02-04,2,1,2,$14.45,$28.90,$28.90
1046982,Hyoscyamine,0.125 MG (expressed as Hyoscyamine Sulfate),"['Abnormalities, Drug-Induced', 'Urinary Bladder, Neurogenic', 'Colic', 'Hyperhidrosis', 'Intestinal Diseases', 'Intraoperative Complications', 'Muscle Rigidity', 'Peptic Ulcer', 'Rhinitis', 'Sialorrhea', 'Spasm', 'Tremor', 'Irritable Bowel Syndrome']",11,-1,HYOSCYAM SUL SL0.125MG ACE100@,42192033901,2016-03-15,100,5,500,$0.061,$6.08,$30.40
1046982,Hyoscyamine,0.125 MG (expressed as Hyoscyamine Sulfate),"['Abnormalities, Drug-Induced', 'Urinary Bladder, Neurogenic', 'Colic', 'Hyperhidrosis', 'Intestinal Diseases', 'Intraoperative Complications', 'Muscle Rigidity', 'Peptic Ulcer', 'Rhinitis', 'Sialorrhea', 'Spasm', 'Tremor', 'Irritable Bowel Syndrome']",11,62.5,HYOSCYAM SUL SL0.125MG ACE100@,42192033901,2016-02-16,100,5,500,$0.062,$6.15,$30.75
312935,"sennosides, USP",8.6 MG,['Constipation'],11,-1,SENNA TAB MMP 1000@,00904643480,2016-02-05,1000,1,1000,$0.007,$6.78,$6.78
854248,Enoxaparin,100 MG/ML (expressed as Enoxaparin sodium),"['Angina, Unstable', 'Myocardial Infarction', 'Postoperative Complications', 'Pulmonary Embolism', 'Thromboembolism', 'Thrombophlebitis', 'Venous Thrombosis']",0,-1,ENOXAP SAF 100MG/1ML AMPHA 10,00548560500,2016-07-15,10,1,10,$8.49,$84.90,$84.90
1014314,Triamcinolone,1 MG/ML (expressed as Triamcinolone Acetonide),"['Adrenal Insufficiency', 'Bronchial Spasm', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hypersensitivity', 'Inflammation', 'Leg Dermatoses', 'Lupus Erythematosus, Systemic', 'Respiratory Tract Diseases', 'Rheumatic Diseases', 'Rhinitis, Allergic, Perennial', 'Scalp Dermatoses']",1,-1,TRIAMCIN ACE 0.1% CRM ASC15GM@,67877025115,2016-03-30,15,10,150,$0.131,$1.96,$19.60
966922,POLYETHYLENE GLYCOL 3350,59 MG/ML / 0.01 MEQ/ML / 0.02 MEQ/ML / 0.025 MEQ/ML / 0.04 MEQ/ML,"['Acid-Base Imbalance', 'Acidosis', 'Acidosis, Renal Tubular', 'Dyspepsia', 'Gastroesophageal Reflux', 'Heart Arrest', 'Heartburn', 'Hyperkalemia', 'Drug Overdose', 'Hypokalemia', 'Dehydration', 'Hyponatremia', 'Shock, Hemorrhagic', 'Wounds and Injuries', 'Dry Eye Syndromes', 'Corneal Edema']",463,-1,GOLYTELY SOL PINEAPLE 4000ML,52268010101,2016-05-31,4000,5,20000,$0.002,$9.44,$47.20
966922,POLYETHYLENE GLYCOL 3350,59 MG/ML / 0.01 MEQ/ML / 0.02 MEQ/ML / 0.025 MEQ/ML / 0.04 MEQ/ML,"['Acid-Base Imbalance', 'Acidosis', 'Acidosis, Renal Tubular', 'Dyspepsia', 'Gastroesophageal Reflux', 'Heart Arrest', 'Heartburn', 'Hyperkalemia', 'Drug Overdose', 'Hypokalemia', 'Dehydration', 'Hyponatremia', 'Shock, Hemorrhagic', 'Wounds and Injuries', 'Dry Eye Syndromes', 'Corneal Edema']",463,795.4545454545455,GOLYTELY SOL PINEAPLE 4000ML,52268010101,2016-03-04,4000,5,20000,$0.002,$9.55,$47.75
207346,Nitroglycerin,0.4 MG,"['Angina Pectoris', 'Eclampsia', 'Fissure in Ano', 'Heart Failure', 'Hypertension', 'Hypertension, Pulmonary', 'Intraoperative Complications', 'Myocardial Infarction', 'Esophageal Spasm, Diffuse', 'Myocardial Ischemia']",10,-1,NITROSTAT SUBL TAB 0.4MG 100,00071041824,2016-08-12,100,1,100,$0.403,$40.34,$40.34
207346,Nitroglycerin,0.4 MG,"['Angina Pectoris', 'Eclampsia', 'Fissure in Ano', 'Heart Failure', 'Hypertension', 'Hypertension, Pulmonary', 'Intraoperative Complications', 'Myocardial Infarction', 'Esophageal Spasm, Diffuse', 'Myocardial Ischemia']",10,17.5,NITROSTAT SUBL TAB 0.4MG 100,00071041824,2016-04-14,100,6,600,$0.403,$40.34,$242.04
207346,Nitroglycerin,0.4 MG,"['Angina Pectoris', 'Eclampsia', 'Fissure in Ano', 'Heart Failure', 'Hypertension', 'Hypertension, Pulmonary', 'Intraoperative Complications', 'Myocardial Infarction', 'Esophageal Spasm, Diffuse', 'Myocardial Ischemia']",10,50.0,NITROSTAT SUBL TAB 0.4MG 100,00071041824,2016-03-31,100,2,200,$0.403,$40.34,$80.68
896212,salmeterol,0.25 MG/ACTUAT (expressed as Fluticasone propionate) / 0.05 MG/ACTUAT,"['Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive', 'Rhinitis, Allergic, Perennial']",17,-1,ADVAIR DISKUS 250/50MCG 60DOSE,00173069600,2016-06-21,60,3,180,$5.162,$309.75,$929.25
896212,salmeterol,0.25 MG/ACTUAT (expressed as Fluticasone propionate) / 0.05 MG/ACTUAT,"['Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive', 'Rhinitis, Allergic, Perennial']",17,20.0,ADVAIR DISKUS 250/50MCG 60DOSE,00173069600,2016-05-31,60,2,120,$5.162,$309.75,$619.50
896212,salmeterol,0.25 MG/ACTUAT (expressed as Fluticasone propionate) / 0.05 MG/ACTUAT,"['Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive', 'Rhinitis, Allergic, Perennial']",17,57.27272727272727,ADVAIR DISKUS 250/50MCG 60DOSE,00173069600,2016-05-20,60,3,180,$5.162,$309.75,$929.25
896212,salmeterol,0.25 MG/ACTUAT (expressed as Fluticasone propionate) / 0.05 MG/ACTUAT,"['Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive', 'Rhinitis, Allergic, Perennial']",17,60.0,ADVAIR DISKUS 250/50MCG 60DOSE,00173069600,2016-05-13,60,2,120,$5.162,$309.75,$619.50
896212,salmeterol,0.25 MG/ACTUAT (expressed as Fluticasone propionate) / 0.05 MG/ACTUAT,"['Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive', 'Rhinitis, Allergic, Perennial']",17,70.0,ADVAIR DISKUS 250/50MCG 60DOSE,00173069600,2016-04-28,60,5,300,$5.162,$309.75,"$1,548.75"
896212,salmeterol,0.25 MG/ACTUAT (expressed as Fluticasone propionate) / 0.05 MG/ACTUAT,"['Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive', 'Rhinitis, Allergic, Perennial']",17,36.206896551724135,ADVAIR DISKUS 250/50MCG 60DOSE,00173069600,2016-03-01,60,10,600,$5.223,$313.39,"$3,133.90"
198191,Ranitidine,150 MG,[],34,-1,RANITID TAB 150MG SAN 1000@,00781188310,2016-08-12,1000,1,1000,$0.041,$41.16,$41.16
198191,Ranitidine,150 MG,[],34,44.5859872611465,RANITID TAB 150MG SAN 1000@,00781188310,2016-03-08,1000,2,2000,$0.04,$40.25,$80.50
198144,Prednisone,1 MG,"['Adrenal Insufficiency', 'Autoimmune Diseases', 'Collagen Diseases', 'Eye Diseases', 'Gastrointestinal Diseases', 'Graft vs Host Disease', 'Hematologic Diseases', 'Hypercalcemia', 'Hypersensitivity', 'Inflammation', 'Neoplasms', 'Respiratory Tract Diseases', 'Rheumatic Diseases', 'Skin Diseases']",12,-1,PREDNISON TAB 1MG CAD 100@,59746017106,2016-04-22,100,3,300,$0.136,$13.61,$40.83
198144,Prednisone,1 MG,"['Adrenal Insufficiency', 'Autoimmune Diseases', 'Collagen Diseases', 'Eye Diseases', 'Gastrointestinal Diseases', 'Graft vs Host Disease', 'Hematologic Diseases', 'Hypercalcemia', 'Hypersensitivity', 'Inflammation', 'Neoplasms', 'Respiratory Tract Diseases', 'Rheumatic Diseases', 'Skin Diseases']",12,73.68421052631578,PREDNISON TAB 1MG CAD 100@,59746017106,2016-03-15,100,8,800,$0.136,$13.61,$108.88
308753,Bisacodyl,5 MG,['Constipation'],0,-1,SM BISACOD GENTLE LAX TAB 25,49348059905,2016-03-08,25,2,50,$0.056,$1.39,$2.78
865098,Insulin Lispro,100 UNT/ML,"['Diabetes Mellitus, Type 1', 'Diabetes Mellitus, Type 2', 'Hyperglycemia']",0,-1,HUMALOG VIAL 100U 10ML,00002751001,2016-03-25,10,4,40,$4.613,$46.13,$184.52
310288,Fenofibrate,134 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",4,-1,FENOFIBRATE CAP 134MG MYLN90@,00378862977,2016-06-24,90,2,180,$1.108,$99.74,$199.48
310288,Fenofibrate,134 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",4,7.325581395348837,FENOFIBRATE CAP 134MG MYLN90@,00378862977,2016-03-30,90,2,180,$1.108,$99.74,$199.48
313161,Sumatriptan,50 MG,['Cluster Headache'],2,-1,SUMATRIP TAB 50MG RAN 9,63304009819,2016-09-27,9,8,72,$0.52,$4.68,$37.44
313161,Sumatriptan,50 MG,['Cluster Headache'],2,3.272727272727273,SUMATRIP TAB 50MG RAN 9@,63304009819,2016-07-12,9,8,72,$0.52,$4.68,$37.44
313161,Sumatriptan,50 MG,['Cluster Headache'],2,3.375,SUMATRIP TAB 50MG RAN 9@,63304009819,2016-05-17,9,6,54,$0.52,$4.68,$28.08
313161,Sumatriptan,50 MG,['Cluster Headache'],2,6.75,SUMATRIP TAB 50MG RAN 9@,63304009819,2016-04-19,9,6,54,$0.52,$4.68,$28.08
617311,atorvastatin,40 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",46,-1,ATORVAS FCT 40MG APX 1000@,60505258008,2016-09-20,1000,2,2000,$0.134,$134.04,$268.08
617311,atorvastatin,40 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",46,0.0,ATORVAS FCT 40MG APX 1000@,60505258008,2016-08-30,1000,0,0,$0.0,$0.00,$0.00
617311,atorvastatin,40 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",46,55.55555555555556,ATORVAS FCT 40MG APX 1000@,60505258008,2016-04-26,1000,2,2000,$0.135,$134.77,$269.54
313219,Terazosin,5 MG,"['Hypertension', 'Prostatic Hyperplasia', 'Urination Disorders', 'Urinary Retention']",5,-1,TERAZOSIN CAP 5MG SAN 500@,00781205305,2016-04-22,500,1,500,$0.067,$33.50,$33.50
1246317,Budesonide,0.16 MG/ACTUAT / 0.0045 MG/ACTUAT (expressed as formoterol fumarate),"['Rhinitis, Allergic, Perennial', 'Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive']",6,-1,SYMBICORT MDI 160/4.5MCG HUD60,00186037028,2016-04-04,60,10,600,$0.919,$55.17,$551.70
979492,Losartan,50 MG (expressed as Losartan Potassium),"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",34,-1,LOSARTAN TAB 50MG TORR 1000,13668040910,2016-06-14,1000,2,2000,$0.04,$39.62,$79.24
979492,Losartan,50 MG (expressed as Losartan Potassium),"['Diabetic Nephropathies', 'Heart Failure', 'Hypertension', 'Ventricular Dysfunction, Left']",34,71.42857142857143,LOSARTAN TAB 50MG TORR 1000,13668040910,2016-04-26,1000,1,1000,$0.04,$39.62,$39.62
313215,Terazosin,1 MG,"['Hypertension', 'Prostatic Hyperplasia', 'Urination Disorders', 'Urinary Retention']",3,-1,TERAZOSIN CAP 1MG SAN 100@,00781205101,2016-04-26,100,3,300,$0.081,$8.08,$24.24
312940,Sertraline,25 MG,"['Anxiety Disorders', 'Feeding and Eating Disorders', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Stress Disorders, Post-Traumatic', 'Panic Disorder']",13,-1,SERTRALIN TAB 25MG CIP 500@,31722021205,2016-05-31,500,2,1000,$0.031,$15.33,$30.66
312940,Sertraline,25 MG,"['Anxiety Disorders', 'Feeding and Eating Disorders', 'Depressive Disorder', 'Obsessive-Compulsive Disorder', 'Stress Disorders, Post-Traumatic', 'Panic Disorder']",13,7.5,SERTRALIN TAB 25MG CAMB 90,31722021290,2016-03-08,90,2,180,$0.033,$2.97,$5.94
310891,Hydrocortisone,25 MG/ML,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous']",2,-1,HYDROCORT CRM 2.5% ACTA 30GM@,00472033730,2016-05-31,30,5,150,$0.073,$2.18,$10.90
310891,Hydrocortisone,25 MG/ML,"['Adrenal Insufficiency', 'Adrenal Hyperplasia, Congenital', 'Colitis, Ulcerative', 'Facial Dermatoses', 'Foot Dermatoses', 'Hand Dermatoses', 'Hemorrhoids', 'Inflammation', 'Leg Dermatoses', 'Pruritus Ani', 'Rheumatic Diseases', 'Scalp Dermatoses', 'Shock', 'Status Asthmaticus', 'Skin Diseases, Eczematous']",2,3.5714285714285716,HYDROCORT CRM 2.5% PERR 20GM@,45802000402,2016-02-23,20,5,100,$0.092,$1.85,$9.25
896185,salmeterol,0.1 MG/ACTUAT (expressed as Fluticasone propionate) / 0.05 MG/ACTUAT,"['Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive', 'Rhinitis, Allergic, Perennial']",4,-1,ADVAIR DISKUS 100/50MCG 60DOSE,00173069500,2016-07-15,60,6,360,$4.155,$249.30,"$1,495.80"
308136,Amlodipine,2.5 MG,"['Angina Pectoris', 'Angina Pectoris, Variant', 'Hypertension']",17,-1,AMLODIPINE 2.5MG TAB ASC 500,67877019705,2016-07-22,500,3,1500,$0.01,$5.14,$15.42
259255,atorvastatin,80 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",57,-1,ATORVASTATIN TAB 80MG GRE 500@,59762015802,2016-08-26,500,4,2000,$0.159,$79.47,$317.88
259255,atorvastatin,80 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",57,200.0,ATORVAS FCT 80MG APX 1000@,60505267108,2016-07-22,1000,2,2000,$0.134,$133.61,$267.22
259255,atorvastatin,80 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",57,30.97345132743363,ATORVAS FCT 80MG APX 1000@,60505267108,2016-03-31,1000,1,1000,$0.134,$133.61,$133.61
1300191,"acellular pertussis vaccine, inactivated","0.01 MG/ML (expressed as Bordetella pertussis filamentous hemagglutinin vaccine, inactivated) / 0.01 MG/ML (expressed as Bordetella pertussis fimbriae 2/3 vaccine, inactivated) / 0.006 MG/ML (expressed as Bordetella pertussis pertactin vaccine, inactivated) / 0.005 MG/ML (expressed as Bordetella pertussis toxoid vaccine, inactivated) / 4 UNT/ML / 10 UNT/ML",['Tetanus'],0,-1,ADACEL SYR 5,49281040015,2016-04-14,5,2,10,$30.93,$154.65,$309.30
310459,Gemfibrozil,600 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",0,-1,GEMFIBR TAB 600MG 500 NSTAR@,16714010105,2016-04-19,1,1,1,$37.66,$37.66,$37.66
859088,Albuterol,0.09 MG/ACTUAT,"['Asthma', 'Lung Diseases, Obstructive']",0,-1,VENTOLIN HFA 200DOSE W/COUNTER,00173068220,2016-08-02,1,10,10,$46.89,$46.89,$468.90
859088,Albuterol,0.09 MG/ACTUAT,"['Asthma', 'Lung Diseases, Obstructive']",0,0.8974358974358975,VENTOLIN HFA 200DOSE W/COUNTER,00173068220,2016-06-24,1,10,10,$46.89,$46.89,$468.90
859088,Albuterol,0.09 MG/ACTUAT,"['Asthma', 'Lung Diseases, Obstructive']",0,0.25,VENTOLIN HFA 200DOSE W/COUNTER,00173068220,2016-05-13,1,3,3,$46.89,$46.89,$140.67
859088,Albuterol,0.09 MG/ACTUAT,"['Asthma', 'Lung Diseases, Obstructive']",0,0.8076923076923077,VENTOLIN HFA 200DOSE W/COUNTER,00173068220,2016-04-04,1,9,9,$46.89,$46.89,$422.01
905269,Trihexyphenidyl,2 MG (expressed as Trihexyphenidyl Hydrochloride),"['Abnormalities, Drug-Induced', 'Movement Disorders', 'Parkinson Disease']",23,-1,TRIHEXYPH TAB 2MG Q/P 1000@,00603624032,2016-04-14,1000,2,2000,$0.051,$51.12,$102.24
11253,Vitamin D,,[],6,-1,S/D VIT D SFTGEL 2000IU 150,,2016-04-22,150,4,600,$0.049,$7.34,$29.36
596930,duloxetine,30 MG,[],7,-1,DULOXET DR CAP 30MG CIT 90@,57237001890,2016-05-20,90,4,360,$0.412,$37.10,$148.40
596930,duloxetine,30 MG,[],7,24.86842105263158,DULOXET DR CAP 30MG CIT 90@,57237001890,2016-04-12,90,3,270,$0.412,$37.10,$111.30
995666,Meclizine,25 MG (expressed as Meclizine Hydrochloride),"['Motion Sickness', 'Vertigo']",11,-1,MECLIZ HYDR TB 25MG AMN 1000@,65162044211,2016-04-26,1000,1,1000,$0.172,$171.95,$171.95
197905,Lovastatin,40 MG,"['Arteriosclerosis', 'Coronary Artery Disease', 'Hypercholesterolemia', 'Hyperlipidemias', 'Hyperlipoproteinemias', 'Hypertriglyceridemia']",11,-1,LOVASTAT TAB 40MG ACTA500@,45963063504,2016-04-26,500,2,1000,$0.076,$38.05,$76.10
197941,Methimazole,10 MG,"['Goiter', 'Hyperthyroidism', 'Thyroid Crisis']",6,-1,METHIMAZ TAB 10MG SAN 100@,00185021001,2016-07-12,100,3,300,$0.177,$17.67,$53.01
197941,Methimazole,10 MG,"['Goiter', 'Hyperthyroidism', 'Thyroid Crisis']",6,13.636363636363637,METHIMAZ TAB 10MG SAN 100@,00185021001,2016-04-26,100,3,300,$0.177,$17.67,$53.01
967012,POLYETHYLENE GLYCOL 3350,59 MG/ML / 0.01 MEQ/ML / 0.02 MEQ/ML / 0.025 MEQ/ML / 0.04 MEQ/ML,"['Acid-Base Imbalance', 'Acidosis', 'Acidosis, Renal Tubular', 'Dyspepsia', 'Gastroesophageal Reflux', 'Heart Arrest', 'Heartburn', 'Hyperkalemia', 'Drug Overdose', 'Hypokalemia', 'Dehydration', 'Hyponatremia', 'Shock, Hemorrhagic', 'Wounds and Injuries', 'Dry Eye Syndromes', 'Corneal Edema']",231,-1,GAVILYTE-G SOL GAVI 4000ML@,43386009019,2016-05-31,4000,5,20000,$0.003,$10.13,$50.65
833528,Amiodarone,200 MG (expressed as Amiodarone hydrochloride),"['Arrhythmias, Cardiac', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation']",4,-1,AMIODARONE TAB 200MG ZYD 60@,68382022714,2016-06-03,60,3,180,$0.102,$6.12,$18.36
833528,Amiodarone,200 MG (expressed as Amiodarone hydrochloride),"['Arrhythmias, Cardiac', 'Tachycardia, Supraventricular', 'Ventricular Fibrillation']",4,21.0,AMIODARONE TAB 200MG ZYD 60@,68382022714,2016-05-04,60,3,180,$0.102,$6.12,$18.36
896229,salmeterol,0.5 MG/ACTUAT (expressed as Fluticasone propionate) / 0.05 MG/ACTUAT,"['Asthma', 'Bronchial Spasm', 'Lung Diseases, Obstructive', 'Rhinitis, Allergic, Perennial']",0,-1,ADVAIR DISKUS 500/50MCG 60DOSE,00173069700,2016-05-31,60,1,60,$6.79,$407.39,$407.39
308135,Amlodipine,10 MG,"['Angina Pectoris', 'Angina Pectoris, Variant', 'Hypertension']",46,-1,AMLODIPINE BES 10MG ASC 1000,67877019910,2016-09-15,1000,2,2000,$0.017,$16.83,$33.66
308135,Amlodipine,10 MG,"['Angina Pectoris', 'Angina Pectoris, Variant', 'Hypertension']",46,53.03030303030303,AMLODIPINE BES 10MG ASC 1000,67877019910,2016-05-06,1000,2,2000,$0.017,$16.83,$33.66
1147685,Dextromethorphan,20 MG (expressed as Dextromethorphan Hydrobromide) / 400 MG,"['Cough', 'Bronchitis', 'Common Cold', 'Cough', 'Laryngitis', 'Pharyngitis', 'Rhinitis, Allergic, Perennial', 'Sinusitis', 'Whooping Cough']",1,-1,SM CHEST CONGEST-DM RLF CPL 50,49348072809,2016-05-06,50,2,100,$0.08,$3.99,$7.98
314072,latanoprost,0.05 MG/ML,"['Glaucoma, Open-Angle', 'Ocular Hypertension']",0,-1,LATANOP O/S 0.005% AKO 2.5ML@,17478062512,2016-08-19,5,3,15,$1.172,$5.86,$17.58
314072,latanoprost,0.05 MG/ML,"['Glaucoma, Open-Angle', 'Ocular Hypertension']",0,5.25,LATANOP O/S 0.005% AKO 2.5ML@,17478062512,2016-08-09,5,3,15,$1.194,$5.97,$17.91
314072,latanoprost,0.05 MG/ML,"['Glaucoma, Open-Angle', 'Ocular Hypertension']",0,0.4166666666666667,LATANOP O/S 0.005% AKO 2.5ML@,17478062512,2016-05-17,5,2,10,$1.156,$5.78,$11.56
197699,Fluconazole,150 MG,"['Blastomycosis', 'Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal', 'Coccidioidomycosis', 'Cryptococcosis', 'Histoplasmosis', 'Mycoses', 'Fungemia', 'Meningitis, Cryptococcal', 'AIDS-Related Opportunistic Infections']",1,-1,FLUCONAZ TAB 150MG UD GLEN 12@,68462010340,2016-08-23,12,4,48,$0.968,$11.62,$46.48
197699,Fluconazole,150 MG,"['Blastomycosis', 'Candidiasis', 'Candidiasis, Chronic Mucocutaneous', 'Candidiasis, Oral', 'Candidiasis, Vulvovaginal', 'Coccidioidomycosis', 'Cryptococcosis', 'Histoplasmosis', 'Mycoses', 'Fungemia', 'Meningitis, Cryptococcal', 'AIDS-Related Opportunistic Infections']",1,1.768421052631579,FLUCONAZ TAB 150MG UD GLEN 12@,68462010340,2016-05-20,12,4,48,$1.015,$12.18,$48.72
1094151,Phenazopyridine,95 MG (expressed as Phenazopyridine hydrochloride),"['Pain', 'Urological Manifestations']",1,-1,AZO STANDARD TAB 30,87651030152,2016-05-06,30,4,120,$0.164,$4.92,$19.68
993541,Bupropion,150 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",4,-1,BUPROPION ER TAB 150MG MYL 90,00378200877,2016-08-26,90,2,180,$1.461,$131.53,$263.06
993541,Bupropion,150 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",4,13.125,BUPROPION ER TAB 150MG MYL 90,00378200877,2016-08-02,90,1,90,$1.461,$131.53,$131.53
993541,Bupropion,150 MG (expressed as Bupropion Hydrochloride),"['Attention Deficit Disorder with Hyperactivity', 'Depressive Disorder', 'Tobacco Use Disorder']",4,5.0,BUPROPION ER TAB 150MG MYL 90,00378200877,2016-05-31,90,1,90,$1.461,$131.53,$131.53
748961,Norethindrone,,"['Acne Vulgaris', 'Endometrial Hyperplasia', 'Endometriosis', 'Genital Diseases, Female', 'Hypogonadism', 'Menorrhagia']",4,-1,NORETHINDR 0.35MG TAB MYL3X28@,00378727253,2016-05-06,84,5,420,$0.116,$9.77,$48.85
809536,Calcium Carbonate,1250 MG / 200 UNT,"['Duodenal Ulcer', 'Dyspepsia', 'Esophagitis, Peptic', 'Gastroesophageal Reflux', 'Heartburn', 'Gastrointestinal Hemorrhage', 'Hypocalcemia', 'Kidney Failure, Chronic', 'Osteoporosis', 'Peptic Ulcer', 'Stomach Ulcer', 'Osteoporosis, Postmenopausal', 'Cardiovascular Diseases', 'Crohn Disease', 'Kidney Failure, Chronic', 'Lung Neoplasms', 'Neoplasms', 'Osteoporosis', 'Psoriasis', 'Skin Diseases', 'Skin Neoplasms']",11,-1,OYST CAL+D TB 500MG MMP 1000@,00904546080,2016-07-22,1000,1,1000,$0.009,$8.97,$8.97
215831,Vitamin D,,"['Hypocalcemia', 'Osteoporosis', 'Osteoporosis, Postmenopausal']",6,-1,SM CALC CITR 500MG+D CAP 60,,2016-07-22,60,10,600,$0.05,$2.99,$29.90
359296,calcium acetate,667 MG,"['Hypocalcemia', 'Kidney Failure, Chronic', 'Osteoporosis', 'Osteoporosis, Postmenopausal']",6,-1,CALCIUM ACET CP 667MG EXEL 200,76282037702,2016-07-29,200,2,400,$0.336,$67.20,$134.40
359296,calcium acetate,667 MG,"['Hypocalcemia', 'Kidney Failure, Chronic', 'Osteoporosis', 'Osteoporosis, Postmenopausal']",6,100.0,CALCIUM ACET CP 667MG EXEL 200,76282037702,2016-07-22,200,1,200,$0.336,$67.20,$67.20
